광역	시군구	읍면동	선거인수	투표수	새누리당	더불어민주당	국민의당	정의당	기독자유당	민주당	코리아	일제.위안부.인권정당	개혁국민신당	고용복지연금선진화연대	공화당	불교당	기독당	노동당	녹색당	민중연합당	복지국가당	친반통일당	통일한국당	한국국민당	한나라당	계	무효투표수	기권수	권역
경기도	고양시덕양구	행신1동	18932	11737	3303	3159	3061	1229	377	62	10	12	7	4	2	6	68	41	106	77	4	0	0	2	11	11541	196	7195	수도권
경기도	고양시덕양구	행신2동	27422	17192	4758	4781	4309	1975	331	71	7	9	9	4	8	7	90	53	173	210	4	1	7	3	31	16841	351	10230	수도권
경기도	고양시덕양구	행신3동	37996	23338	6353	6314	5951	2881	584	86	12	16	6	6	10	17	151	82	230	152	12	5	6	7	22	22903	435	14658	수도권
경기도	고양시덕양구	화전동	4764	2344	920	482	499	140	86	21	3	1	0	0	1	1	27	6	16	7	2	0	1	3	14	2230	114	2420	수도권
경기도	고양시덕양구	대덕동	3403	1796	738	327	465	108	62	8	2	2	1	0	1	1	16	4	7	6	0	0	0	1	10	1759	37	1607	수도권
경기도	고양시덕양구	식사동	22971	13825	4495	2878	3505	2162	276	65	5	6	1	1	4	6	64	47	87	17	1	0	2	4	16	13642	183	9146	수도권
경기도	고양시일산동구	중산동	33931	19055	5767	4908	5071	1843	524	79	6	9	6	7	3	12	105	63	227	82	5	0	5	6	31	18759	296	14876	수도권
경기도	고양시일산동구	정발산동	21643	12133	3447	3252	3226	1239	348	39	5	8	6	2	3	11	69	33	166	54	1	2	4	4	17	11936	197	9510	수도권
경기도	고양시일산동구	풍산동	28877	17354	4660	4635	4968	1802	483	69	10	9	5	5	3	7	99	51	149	58	9	1	6	2	20	17051	303	11523	수도권
경기도	고양시일산동구	백석1동	20890	12390	3240	3459	3511	1293	306	55	5	7	2	2	2	6	43	24	153	38	5	0	5	5	13	12174	216	8500	수도권
경기도	고양시일산동구	백석2동	18675	10079	2738	2764	2775	1108	221	44	3	4	2	1	2	8	35	20	116	25	5	2	8	1	10	9892	187	8596	수도권
경기도	고양시일산동구	마두1동	20843	13808	3813	3565	4035	1554	234	43	3	8	9	3	1	9	46	32	183	42	5	0	3	3	16	13607	201	7035	수도권
경기도	고양시일산동구	마두2동	12950	8662	2722	2021	2555	902	157	21	1	5	0	2	1	3	30	9	89	20	5	1	3	1	7	8555	107	4288	수도권
경기도	고양시일산동구	장항1동	2622	1389	683	224	315	66	39	5	0	1	0	0	0	0	10	0	5	4	0	0	1	0	3	1356	33	1233	수도권
경기도	고양시일산동구	장항2동	22431	11282	3173	3182	3048	1251	179	44	4	10	1	3	1	8	22	34	152	36	1	0	2	1	12	11164	118	11149	수도권
경기도	고양시일산동구	고봉동	14467	6511	2553	1355	1476	507	257	44	1	4	6	3	4	6	49	20	55	9	4	0	5	6	18	6382	129	7956	수도권
경기도	고양시일산동구	일산2동	17148	9779	3177	2470	2687	713	255	43	1	6	2	1	5	3	41	23	66	34	15	0	5	1	15	9563	216	7369	수도권
경기도	고양시일산서구	일산1동	22803	13000	3894	3544	3541	1129	280	45	10	10	4	3	4	6	65	34	98	45	6	0	3	2	27	12750	250	9803	수도권
경기도	고양시일산서구	일산3동	27689	18796	4579	5360	5694	2135	326	52	8	4	4	1	2	7	53	51	189	73	6	4	1	1	15	18565	231	8893	수도권
경기도	고양시일산서구	탄현동	37031	21654	5833	6176	6147	2017	508	80	13	15	2	10	5	17	96	73	188	71	10	0	4	5	32	21302	352	15377	수도권
경기도	고양시일산서구	주엽1동	23227	15263	4549	4010	4369	1507	206	45	1	14	4	1	3	7	46	38	166	43	2	0	3	2	18	15034	229	7964	수도권
경기도	고양시일산서구	주엽2동	24254	15300	4756	3910	4114	1510	297	52	3	10	0	4	6	9	57	39	143	38	7	0	5	8	24	14992	308	8954	수도권
경기도	고양시일산서구	대화동	26839	15432	4415	4183	4137	1534	377	61	6	16	2	5	3	3	76	59	190	67	8	3	6	5	13	15169	263	11407	수도권
경기도	고양시일산서구	송포동	12896	8338	2766	1955	2256	787	214	34	3	3	3	3	1	3	43	15	79	14	1	0	1	1	10	8192	146	4558	수도권
경기도	고양시일산서구	송산동	32422	18958	5932	5143	4894	1642	567	64	7	11	2	6	6	8	103	36	134	49	4	1	5	3	32	18649	309	13464	수도권
경기도	과천시	중앙동	7841	5255	1666	988	1422	607	99	5	2	2	3	0	1	2	23	8	333	11	2	1	3	0	6	5184	71	2586	수도권
경기도	과천시	갈현동	10409	6890	1988	1485	1937	851	88	13	3	3	6	1	2	7	31	14	344	18	2	1	4	1	6	6805	85	3519	수도권
경기도	과천시	별양동	12227	8096	2362	1696	2248	951	107	14	3	6	1	1	2	4	38	19	507	29	3	0	12	1	16	8020	76	4131	수도권
경기도	과천시	부림동	9606	6474	1762	1462	1693	850	142	22	1	4	2	4	0	2	28	15	385	20	2	3	2	0	5	6404	70	3132	수도권
경기도	과천시	과천동	7015	3811	1364	772	935	347	105	10	2	3	5	3	0	7	24	7	135	15	4	0	2	1	12	3753	58	3204	수도권
경기도	과천시	문원동	5637	3702	1205	765	878	359	78	15	1	4	4	0	3	3	24	12	234	11	2	0	1	1	10	3610	92	1935	수도권
경기도	광명시	광명1동	11790	5992	1849	1488	1641	462	185	56	6	3	3	5	5	9	37	9	26	22	2	1	3	3	21	5836	156	5798	수도권
경기도	광명시	광명2동	9732	5157	1573	1266	1388	395	167	41	3	3	3	3	2	2	38	13	27	15	6	2	3	6	16	4972	185	4575	수도권
경기도	광명시	광명3동	9038	4786	1460	1166	1338	370	153	35	6	9	1	3	2	2	28	9	24	11	4	2	3	1	16	4643	143	4252	수도권
경기도	광명시	광명4동	13016	7561	2412	1822	1992	683	210	56	5	4	4	3	0	6	43	12	47	25	3	0	1	2	13	7343	218	5455	수도권
경기도	광명시	광명5동	12501	7054	2062	1596	1943	743	271	50	0	1	1	4	0	7	56	12	45	24	7	2	3	2	20	6849	205	5447	수도권
경기도	광명시	광명6동	12309	7225	2159	1684	2095	668	258	47	5	6	6	2	3	6	36	8	55	12	1	0	1	0	12	7064	161	5084	수도권
경기도	광명시	광명7동	19523	10924	3226	2526	3119	1003	395	82	6	6	11	2	2	9	79	23	66	28	8	0	9	3	16	10619	305	8599	수도권
경기도	광명시	철산1동	10479	6702	1755	1885	2043	644	105	31	3	2	2	1	0	3	26	16	59	23	5	0	2	2	10	6617	85	3777	수도권
경기도	광명시	철산2동	13471	7542	2137	1894	2153	745	181	46	2	6	2	6	0	5	57	15	55	38	3	0	1	2	11	7359	183	5929	수도권
경기도	광명시	철산3동	28053	19298	5148	5119	5936	1955	403	76	5	9	5	3	1	11	67	38	177	54	5	1	11	1	19	19044	254	8755	수도권
경기도	광명시	철산4동	11577	7334	1773	2039	2187	838	152	38	4	6	3	1	0	1	33	21	62	19	4	2	9	3	11	7206	128	4243	수도권
경기도	광명시	하안1동	20593	13595	3587	3784	3924	1371	334	67	7	8	4	4	5	11	57	23	125	31	3	2	6	5	14	13372	223	6998	수도권
경기도	광명시	하안2동	12298	7737	1857	2384	2048	849	202	52	5	7	1	0	2	6	40	12	69	25	3	2	6	2	12	7584	153	4561	수도권
경기도	광명시	하안3동	17768	11201	3011	3370	3029	947	224	73	3	7	5	5	1	6	66	23	111	35	4	1	8	6	20	10955	246	6567	수도권
경기도	광명시	하안4동	10406	7065	1576	2171	2084	735	158	36	6	7	0	1	2	2	41	16	64	34	2	1	1	0	8	6945	120	3341	수도권
경기도	광명시	소하1동	23672	15380	3837	4331	4368	1529	525	76	10	9	5	4	3	14	112	34	122	60	6	1	2	2	23	15073	307	8292	수도권
경기도	광명시	소하2동	25968	15746	4349	4417	4106	1329	692	103	7	10	9	5	3	11	118	28	88	70	8	2	5	4	27	15391	355	10222	수도권
경기도	광명시	학온동	2186	1312	633	228	270	58	31	8	0	0	1	0	1	2	10	0	7	4	0	0	1	1	4	1259	53	874	수도권
경기도	광주시	오포읍	66931	32844	9988	9350	8477	2403	906	196	12	14	21	20	11	15	166	64	228	149	23	1	12	15	55	32126	718	34087	수도권
경기도	광주시	초월읍	30328	15458	5392	4027	3780	883	473	112	6	11	4	5	7	15	89	35	87	61	12	2	4	5	39	15049	409	14870	수도권
경기도	광주시	곤지암읍	18347	8856	3410	2134	1915	419	359	61	7	15	6	1	6	8	64	21	41	24	5	1	1	8	36	8542	314	9491	수도권
경기도	광주시	도척면	7335	3744	1556	836	799	173	107	38	1	3	3	0	3	1	26	7	14	14	1	1	0	2	15	3600	144	3591	수도권
경기도	광주시	퇴촌면	10697	5386	2325	1008	1185	327	171	25	2	3	5	3	1	5	30	14	76	19	2	0	1	1	18	5221	165	5311	수도권
경기도	광주시	남종면	1427	852	446	156	129	24	18	3	1	0	0	1	0	0	12	0	7	3	0	1	0	2	8	811	41	575	수도권
경기도	광주시	남한산성면	2395	1405	614	298	284	81	30	9	1	0	1	1	0	1	3	1	8	11	1	0	2	3	8	1357	48	990	수도권
경기도	광주시	경안동	27056	12902	4528	3537	2953	677	363	94	8	14	6	7	3	8	92	32	75	43	7	2	6	3	52	12510	392	14154	수도권
경기도	광주시	송정동	42719	21085	7141	5862	5150	1146	592	141	15	14	8	4	7	19	165	51	104	94	11	1	8	5	47	20585	500	21634	수도권
경기도	광주시	광남동	33067	16074	5101	4525	4242	1026	401	87	10	11	2	5	5	11	107	38	62	75	7	0	4	3	27	15749	325	16993	수도권
경기도	구리시	갈매동	1201	582	276	98	112	22	19	4	0	0	1	0	0	0	5	1	0	1	0	0	0	0	4	543	39	619	수도권
경기도	구리시	동구동	31249	19796	6160	5172	5674	1495	422	102	11	11	5	5	7	20	92	38	120	91	8	4	5	4	24	19470	326	11453	수도권
경기도	구리시	인창동	20032	11692	3896	3039	3141	759	276	69	9	12	2	3	4	14	66	20	58	33	8	6	3	3	20	11441	251	8340	수도권
경기도	구리시	교문1동	15089	7598	2889	1746	1869	458	209	30	2	8	2	8	4	9	41	9	44	17	5	6	6	1	19	7382	216	7491	수도권
경기도	구리시	교문2동	17955	11739	3822	2897	3463	837	225	51	4	11	4	1	2	10	45	16	102	43	8	3	6	1	15	11566	173	6216	수도권
경기도	구리시	수택1동	19126	9566	3529	2385	2349	483	268	74	4	6	2	3	5	6	63	14	46	38	8	0	3	2	17	9305	261	9560	수도권
경기도	구리시	수택2동	21701	11125	4034	2708	2779	548	372	79	5	22	3	5	9	8	57	18	58	22	9	6	10	6	24	10782	343	10576	수도권
경기도	구리시	수택3동	18478	11148	3471	2981	3093	848	298	41	4	4	4	2	5	8	52	29	79	35	5	2	5	4	19	10989	159	7330	수도권
경기도	군포시	군포1동	27951	14978	4677	3856	4244	993	461	62	9	15	8	5	9	9	103	29	120	54	8	0	12	7	23	14704	274	12973	수도권
경기도	군포시	군포2동	41817	26183	7269	7263	7813	2013	717	93	13	24	8	10	5	14	151	64	196	87	16	2	12	8	27	25805	378	15634	수도권
경기도	군포시	산본1동	16263	8660	2839	2197	2413	544	237	41	1	4	1	3	1	5	48	19	48	32	6	2	13	6	19	8479	181	7603	수도권
경기도	군포시	산본2동	22560	15004	4277	3842	4614	1325	349	53	3	8	6	3	1	13	64	20	117	82	3	0	4	3	13	14800	204	7556	수도권
경기도	군포시	금정동	15600	7961	2480	2109	2126	512	237	39	1	6	5	4	1	5	50	18	65	24	9	1	5	1	10	7708	253	7639	수도권
경기도	군포시	재궁동	17921	10752	2811	2924	3223	891	314	60	5	8	3	4	2	5	63	19	105	75	7	0	11	1	16	10547	205	7169	수도권
경기도	군포시	오금동	18369	12160	2977	3464	3743	1166	281	35	4	3	1	2	5	8	64	20	100	66	2	1	3	3	13	11961	199	6209	수도권
경기도	군포시	수리동	15076	9896	2733	2498	3040	898	213	32	5	10	4	5	2	5	41	22	110	57	3	1	11	3	16	9709	187	5180	수도권
경기도	군포시	궁내동	15671	10514	2728	2680	3409	1068	182	30	1	6	4	6	0	8	45	28	106	55	5	1	4	1	7	10374	140	5157	수도권
경기도	군포시	광정동	20389	13211	3655	3317	4171	1209	268	49	2	13	4	5	2	11	61	26	109	56	7	0	4	1	12	12982	229	7178	수도권
경기도	군포시	대야동	7658	4919	1442	1204	1318	480	164	21	6	5	2	1	2	2	39	11	99	20	7	0	2	2	8	4835	84	2739	수도권
경기도	김포시	통진읍	21616	10538	4700	2392	2054	416	273	66	11	10	4	4	2	13	62	23	45	32	11	1	16	9	46	10190	348	11078	수도권
경기도	김포시	고촌읍	20006	12230	4438	3066	2907	951	301	49	4	5	5	5	3	5	67	21	77	38	10	0	6	4	13	11975	255	7776	수도권
경기도	김포시	양촌읍	20424	9701	4018	2241	2054	517	313	54	11	8	3	4	3	7	72	16	41	33	8	3	4	5	25	9440	261	10723	수도권
경기도	김포시	대곶면	8441	4057	2194	679	691	134	118	28	4	1	4	2	5	7	28	5	4	3	3	1	1	4	17	3933	124	4384	수도권
경기도	김포시	월곶면	4988	2576	1364	402	453	88	60	18	2	1	1	0	3	0	16	5	16	5	1	2	0	2	8	2447	129	2412	수도권
경기도	김포시	하성면	7404	3934	2231	659	608	107	89	20	2	0	2	2	3	6	18	10	12	16	2	1	3	2	9	3802	132	3470	수도권
경기도	김포시	김포1동	38333	22032	7681	5899	5185	1427	749	139	9	19	7	11	4	16	140	35	129	62	8	2	10	7	50	21589	443	16301	수도권
경기도	김포시	김포2동	25750	14805	4117	4273	4171	1290	404	57	4	11	0	2	0	6	92	40	95	27	3	0	3	3	24	14622	183	10945	수도권
경기도	김포시	사우동	17903	10268	3601	2846	2327	716	249	75	5	11	4	8	4	11	63	17	43	54	4	0	3	2	21	10064	204	7635	수도권
경기도	김포시	풍무동	31870	19746	6081	5326	5291	1570	599	93	8	16	12	9	4	16	108	38	116	85	10	0	10	0	26	19418	328	12124	수도권
경기도	김포시	장기동	25355	14366	4248	4249	3762	1093	386	74	6	10	2	3	3	4	78	30	114	27	5	1	6	2	19	14122	244	10989	수도권
경기도	김포시	구래동	22297	12455	3266	3752	3430	1062	372	60	5	5	2	0	4	6	71	21	87	28	12	2	49	1	16	12251	204	9842	수도권
경기도	김포시	운양동	16175	9612	2597	2881	2838	793	200	27	2	8	5	3	0	3	36	14	57	24	2	0	4	0	19	9513	99	6563	수도권
경기도	남양주시	와부읍	52709	31866	10287	7907	8872	2461	871	143	13	18	16	11	11	23	182	56	283	107	14	1	14	7	64	31361	505	20843	수도권
경기도	남양주시	진접읍	70470	34179	10783	8514	9830	2302	1133	181	14	25	15	16	13	32	200	74	178	90	18	0	13	14	81	33526	653	36291	수도권
경기도	남양주시	화도읍	76532	36236	12188	9441	9180	2198	1301	225	18	30	20	15	16	39	219	63	189	153	18	6	15	19	73	35426	810	40296	수도권
경기도	남양주시	진건읍	22184	11056	4194	2549	2683	557	450	67	7	8	4	5	6	4	68	23	47	38	6	5	4	8	31	10764	292	11128	수도권
경기도	남양주시	오남읍	40707	19229	5938	4766	5539	1288	633	102	12	12	11	12	7	16	136	41	114	63	13	3	8	9	44	18767	462	21478	수도권
경기도	남양주시	별내면	16577	9095	2850	2101	2739	665	273	28	3	7	3	4	2	6	55	20	60	36	6	1	2	3	13	8877	218	7482	수도권
경기도	남양주시	퇴계원면	25736	14059	4839	3293	3901	900	390	69	14	8	12	5	13	17	79	27	96	61	4	1	7	6	23	13765	294	11677	수도권
경기도	남양주시	수동면	7490	3974	1857	622	706	175	287	34	6	3	10	2	5	6	32	4	27	13	3	0	4	1	18	3815	159	3516	수도권
경기도	남양주시	조안면	3513	1918	924	353	359	120	39	5	1	1	2	0	0	3	9	2	34	4	0	0	0	0	6	1862	56	1595	수도권
경기도	남양주시	호평동	34657	19449	5251	5471	5706	1516	588	115	12	8	8	6	5	13	99	37	131	121	15	0	8	2	34	19146	303	15208	수도권
경기도	남양주시	평내동	30019	16801	4777	4573	4758	1286	583	104	7	17	2	2	10	14	122	21	100	77	9	1	9	3	25	16500	301	13218	수도권
경기도	남양주시	금곡동	18388	9187	3532	2049	2266	416	368	48	6	9	10	6	2	7	72	24	39	25	2	1	5	3	19	8909	278	9201	수도권
경기도	남양주시	양정동	4574	2358	1038	438	575	82	94	10	0	4	0	2	3	2	14	5	7	2	1	0	4	4	2	2287	71	2216	수도권
경기도	남양주시	지금동	13760	7743	2457	1940	2167	532	287	34	2	6	3	4	3	3	60	20	34	24	4	0	2	2	11	7595	148	6017	수도권
경기도	남양주시	도농동	30430	18389	6228	4294	5349	1180	528	65	9	16	7	7	11	11	91	51	135	65	5	0	9	3	31	18095	294	12041	수도권
경기도	남양주시	별내동	46998	26355	7004	6984	8535	2028	769	85	14	10	5	3	4	12	145	45	189	90	10	1	13	6	36	25988	367	20643	수도권
경기도	동두천시	생연1동	6137	2816	1241	568	604	122	88	16	3	3	0	2	0	7	16	5	9	12	1	1	5	2	11	2716	100	3321	수도권
경기도	동두천시	생연2동	9709	4862	2010	976	1133	219	157	28	3	6	3	3	0	4	34	10	21	34	4	0	3	6	20	4674	188	4847	수도권
경기도	동두천시	중앙동	5193	2352	1204	380	469	73	61	16	4	0	1	1	0	2	14	5	4	8	0	0	1	1	6	2250	102	2841	수도권
경기도	동두천시	보산동	2807	1211	585	197	244	56	29	6	1	0	2	0	2	3	9	2	4	2	0	1	1	0	11	1155	56	1596	수도권
경기도	동두천시	불현동	21397	9875	4060	2111	2272	428	319	58	4	8	7	8	6	5	53	39	35	61	10	1	8	10	33	9536	339	11522	수도권
경기도	동두천시	송내동	19202	9634	3333	2271	2599	588	336	58	5	1	0	4	3	4	58	18	38	59	7	0	6	7	23	9418	216	9568	수도권
경기도	동두천시	소요동	7890	3808	1771	655	743	129	159	24	12	3	4	3	4	2	29	9	14	17	3	0	2	3	18	3604	204	4082	수도권
경기도	동두천시	상패동	4899	2356	1097	385	520	88	84	15	2	0	2	1	1	0	12	4	3	9	1	1	0	4	11	2240	116	2543	수도권
경기도	부천시소사구	심곡본1동	15992	7835	2514	1995	2169	489	218	52	1	8	3	7	2	5	45	18	57	25	3	1	7	2	21	7642	193	8157	수도권
경기도	부천시소사구	심곡본동	15414	7985	2691	2023	2129	487	196	48	6	6	6	1	5	4	54	17	61	21	5	2	3	2	12	7779	206	7429	수도권
경기도	부천시소사구	소사본동	20134	10442	3472	2658	2673	646	371	59	5	7	5	2	1	11	72	21	57	41	5	1	4	1	28	10140	302	9692	수도권
경기도	부천시소사구	소사본3동	26340	15985	4739	4332	4473	1180	488	82	9	14	7	3	4	11	92	36	94	82	8	0	4	5	19	15682	303	10355	수도권
경기도	부천시소사구	범박동	17990	11924	3382	3382	3355	1043	292	57	3	10	6	3	2	6	62	22	65	45	3	1	7	4	20	11770	154	6066	수도권
경기도	부천시소사구	괴안동	17571	10068	2942	2711	2743	738	340	59	8	8	7	3	1	4	55	24	81	59	5	1	3	7	21	9820	248	7503	수도권
경기도	부천시소사구	역곡3동	21548	12090	3595	3250	3214	931	375	71	6	10	5	2	8	9	54	42	115	41	6	3	8	4	21	11770	320	9458	수도권
경기도	부천시소사구	송내1동	19323	11488	3280	3061	3356	894	290	60	7	14	8	5	2	12	75	23	98	41	8	3	8	4	23	11272	216	7835	수도권
경기도	부천시소사구	송내2동	22177	12697	3756	3421	3533	1014	340	50	5	10	7	3	2	7	87	33	117	53	8	1	5	7	22	12481	216	9480	수도권
경기도	부천시오정구	성곡동	35285	19052	5093	5129	5534	1436	626	151	11	14	7	12	6	11	156	54	132	105	18	2	4	6	27	18534	518	16233	수도권
경기도	부천시오정구	원종1동	19221	9553	2799	2579	2677	567	314	83	5	7	2	5	5	6	74	17	63	51	10	2	5	6	16	9293	260	9668	수도권
경기도	부천시오정구	원종2동	19495	9978	2666	2819	2853	641	295	85	9	11	2	4	2	9	88	30	65	65	9	2	0	3	21	9679	299	9517	수도권
경기도	부천시오정구	고강본동	24416	11843	3349	3090	3451	744	390	96	5	11	6	9	4	8	119	23	58	62	5	2	5	7	27	11471	372	12573	수도권
경기도	부천시오정구	고강1동	13242	6676	1904	1862	1838	408	236	59	2	7	7	4	3	8	68	12	36	37	3	0	3	3	15	6515	161	6566	수도권
경기도	부천시오정구	오정동	18674	9994	2954	2593	2879	637	279	91	6	7	5	7	1	5	82	24	47	54	8	1	5	8	17	9710	284	8680	수도권
경기도	부천시오정구	신흥동	15892	7343	2175	1990	2081	379	218	71	8	4	4	4	3	4	53	15	50	32	7	0	1	3	15	7117	226	8549	수도권
경기도	부천시원미구	심곡1동	11662	5545	1709	1463	1633	318	108	32	3	6	3	0	0	2	35	11	34	26	4	0	2	1	10	5400	145	6117	수도권
경기도	부천시원미구	심곡2동	16245	6896	1951	1953	2004	460	126	37	7	6	2	7	5	2	33	19	53	31	9	0	3	6	13	6727	169	9349	수도권
경기도	부천시원미구	심곡3동	11496	5403	1649	1371	1556	324	143	46	2	5	1	4	2	5	49	7	20	21	4	1	1	1	12	5224	179	6093	수도권
경기도	부천시원미구	원미1동	14746	7793	2352	2094	2268	403	190	65	3	5	3	7	2	5	51	24	43	36	6	0	3	2	15	7577	216	6953	수도권
경기도	부천시원미구	원미2동	11514	5886	1873	1455	1735	315	124	41	6	3	6	2	1	4	29	13	30	38	8	0	9	2	13	5707	179	5628	수도권
경기도	부천시원미구	소사동	8259	4156	1337	1019	1106	271	124	27	2	4	0	1	1	1	25	9	69	6	2	1	0	0	8	4013	143	4103	수도권
경기도	부천시원미구	역곡1동	15743	9038	2557	2463	2577	663	289	52	6	10	2	2	1	6	60	16	65	30	4	0	3	6	19	8831	207	6705	수도권
경기도	부천시원미구	역곡2동	16648	9475	2428	2683	2784	797	271	57	7	9	3	2	1	6	55	23	74	52	6	0	3	5	15	9281	194	7173	수도권
경기도	부천시원미구	춘의동	12105	6123	1848	1742	1627	363	172	34	3	5	2	8	2	7	39	12	32	22	3	1	4	6	16	5948	175	5982	수도권
경기도	부천시원미구	도당동	19688	9793	2989	2685	2705	513	303	77	2	7	3	5	5	11	65	22	65	53	6	0	5	7	24	9552	241	9895	수도권
경기도	부천시원미구	약대동	14786	8262	2331	2166	2524	590	205	40	5	4	2	5	4	8	44	22	49	51	3	0	3	3	17	8076	186	6524	수도권
경기도	부천시원미구	중동	20083	11054	3317	2826	3295	754	262	68	9	10	2	3	3	8	46	23	77	73	8	0	2	5	30	10821	233	9029	수도권
경기도	부천시원미구	중1동	27744	16423	4385	4620	5072	1306	315	61	12	14	9	6	4	6	64	33	131	120	6	1	4	2	22	16193	230	11321	수도권
경기도	부천시원미구	중2동	25323	14787	4512	3689	4556	1055	318	51	3	9	5	4	3	10	75	30	129	94	8	0	5	3	20	14579	208	10536	수도권
경기도	부천시원미구	중3동	20322	11978	3429	3254	3598	889	222	59	7	9	3	4	1	3	54	20	95	78	9	6	7	1	24	11772	206	8344	수도권
경기도	부천시원미구	중4동	16954	10364	2857	2912	2983	821	237	56	2	8	3	1	0	5	64	26	87	80	4	1	1	4	16	10168	196	6590	수도권
경기도	부천시원미구	상동	16836	9546	2921	2283	2815	737	257	37	7	3	5	2	2	8	43	19	90	66	4	1	2	1	16	9319	227	7290	수도권
경기도	부천시원미구	상1동	20348	12879	3089	3787	3981	1194	236	43	6	4	6	5	4	1	48	34	105	119	5	0	3	0	17	12687	192	7469	수도권
경기도	부천시원미구	상2동	22875	14622	3446	4147	4659	1472	258	66	7	6	2	7	6	9	55	25	143	104	8	2	3	3	23	14451	171	8253	수도권
경기도	부천시원미구	상3동	24474	15635	4156	4281	5007	1249	280	76	7	10	5	0	1	8	64	31	119	101	3	0	1	1	21	15421	214	8839	수도권
경기도	성남시분당구	분당동	21240	13320	4207	3288	3677	1294	231	58	6	6	3	3	3	8	62	25	169	69	4	0	9	2	23	13147	173	7920	수도권
경기도	성남시분당구	수내1동	14020	9144	3190	2135	2448	827	158	28	2	3	2	1	2	9	22	8	106	35	3	1	3	1	12	8996	148	4876	수도권
경기도	성남시분당구	수내2동	7684	5380	1912	1173	1579	460	88	10	3	1	1	0	0	6	13	2	46	18	0	0	0	1	5	5318	62	2304	수도권
경기도	성남시분당구	수내3동	10986	7200	2070	1997	1993	652	132	41	3	3	4	2	2	4	28	14	83	35	2	0	1	1	14	7081	119	3786	수도권
경기도	성남시분당구	정자1동	24238	14465	5910	3074	3753	1052	188	36	7	10	3	3	2	12	42	22	146	31	3	0	8	1	16	14319	146	9773	수도권
경기도	성남시분당구	정자2동	14683	9703	2827	2721	2550	909	164	55	6	5	4	2	1	9	35	19	104	77	8	0	7	2	14	9519	184	4980	수도권
경기도	성남시분당구	정자3동	12487	8259	2467	2070	2300	838	175	29	1	10	1	1	2	8	45	25	113	45	1	0	3	0	18	8152	107	4228	수도권
경기도	성남시분당구	서현1동	24394	15355	5125	3754	4304	1397	210	36	7	8	2	3	4	9	44	28	180	38	0	1	5	3	14	15172	183	9039	수도권
경기도	성남시분당구	서현2동	14823	9794	2983	2450	2910	940	135	24	5	7	0	2	6	4	30	19	100	36	4	0	2	0	9	9666	128	5029	수도권
경기도	성남시분당구	이매1동	20239	13701	4557	3307	3999	1131	210	39	2	10	4	2	2	8	48	13	131	41	3	1	6	0	14	13528	173	6538	수도권
경기도	성남시분당구	이매2동	11100	7426	2771	1567	2168	547	120	8	3	4	2	1	0	4	24	11	64	27	2	0	8	1	8	7340	86	3674	수도권
경기도	성남시분당구	야탑1동	15205	9910	3146	2738	2741	740	159	39	0	7	2	2	2	5	29	14	72	41	3	0	2	2	11	9755	155	5295	수도권
경기도	성남시분당구	야탑2동	13998	9646	3376	2172	2777	766	157	31	5	4	2	2	4	7	35	10	82	42	1	0	6	1	15	9495	151	4352	수도권
경기도	성남시분당구	야탑3동	24329	14792	3968	4234	4205	1315	359	76	10	13	4	6	4	6	89	18	109	59	9	2	8	2	21	14517	275	9537	수도권
경기도	성남시분당구	금곡동	23900	15398	5278	3841	4056	1157	307	71	12	8	5	6	4	5	63	27	191	65	7	4	6	6	15	15134	264	8502	수도권
경기도	성남시분당구	구미동	25820	16917	5635	4092	4622	1410	337	63	14	12	11	6	1	13	71	31	168	86	8	0	6	3	34	16623	294	8903	수도권
경기도	성남시분당구	구미1동	14786	9673	2881	2655	2576	970	165	44	2	9	1	0	3	9	22	16	125	60	6	2	2	0	10	9558	115	5113	수도권
경기도	성남시분당구	판교동	16405	11085	2902	3073	3260	1271	163	32	0	8	5	1	2	5	31	20	147	31	1	0	2	2	15	10971	114	5320	수도권
경기도	성남시분당구	삼평동	18526	11956	3114	3370	3551	1205	241	27	3	4	4	3	0	3	57	16	114	61	4	1	9	3	12	11802	154	6570	수도권
경기도	성남시분당구	백현동	20160	12814	3268	3705	3823	1216	285	48	7	7	6	3	4	4	45	18	131	55	6	4	1	1	8	12645	169	7346	수도권
경기도	성남시분당구	운중동	15791	10168	2977	2624	2924	1006	235	24	3	6	4	1	2	5	51	14	136	27	1	0	4	0	10	10054	114	5623	수도권
경기도	성남시분당구	정자동	15863	10035	3021	2582	2827	989	149	38	8	8	6	3	6	4	45	21	130	63	4	0	0	0	13	9917	118	5828	수도권
경기도	성남시수정구	신흥1동	12507	5653	1693	1585	1525	291	83	56	3	3	5	2	2	5	20	12	29	64	2	0	4	8	18	5410	243	6854	수도권
경기도	성남시수정구	신흥2동	22109	11702	3201	3275	3443	727	273	81	5	11	3	3	4	15	62	26	70	131	4	1	7	2	14	11358	344	10407	수도권
경기도	성남시수정구	신흥3동	9793	4642	1527	1236	1262	220	84	49	1	0	1	3	2	2	24	10	17	47	4	1	6	4	9	4509	133	5151	수도권
경기도	성남시수정구	태평1동	15160	7825	2266	2336	2043	467	162	46	3	9	1	1	2	6	36	16	50	72	9	1	2	5	19	7552	273	7335	수도권
경기도	성남시수정구	태평2동	13765	6594	1857	1903	1812	315	183	58	2	4	3	2	4	2	49	14	26	89	6	0	8	2	18	6357	237	7171	수도권
