광역	시군구	읍면동	투표소	선거인수	투표수	기권수	무효표	유효투표수	새누리당	민주통합당	자유선진당	통합진보당	창조한국당	국민생각	가자!대국민중심당	친박연합	국민행복당	기독당	녹색당	대한국당	미래연합	불교연합당	정통민주당	진보신당	청년당	한국기독당	한국문화예술당	한나라당
서울특별시	용산구	이태원제1동	이태원제1동제1투	4381	1831	2550	18	1813	926	573	27	148	5	16	0	9	3	14	11	3	1	1	10	37	10	6	1	12
서울특별시	용산구	이태원제1동	이태원제1동제2투	3105	1416	1689	16	1400	758	426	23	105	2	7	3	6	9	7	7	2	4	2	7	15	5	4	1	7
서울특별시	용산구	이태원제2동	소계	9512	4784	4728	67	4717	2155	1635	64	470	22	31	9	25	17	43	31	2	4	2	63	93	10	3	5	33
서울특별시	용산구	이태원제2동	이태원제2동제1투	3788	1891	1897	28	1863	876	611	27	192	12	13	3	8	13	14	15	1	1	1	13	44	6	2	2	9
서울특별시	용산구	이태원제2동	이태원제2동제2투	3170	1627	1543	18	1609	718	585	16	162	6	12	2	8	2	15	11	0	3	0	20	27	1	1	2	18
서울특별시	용산구	이태원제2동	이태원제2동제3투	2554	1266	1288	21	1245	561	439	21	116	4	6	4	9	2	14	5	1	0	1	30	22	3	0	1	6
서울특별시	용산구	한남동	소계	20714	9005	11709	128	8877	4202	2859	187	839	28	67	6	38	28	49	68	6	2	5	269	144	22	14	5	39
서울특별시	용산구	한남동	한남동제1투	3738	1860	1878	20	1840	803	616	40	176	5	16	0	13	5	15	9	0	1	1	102	24	2	4	2	6
서울특별시	용산구	한남동	한남동제2투	3769	1637	2132	21	1616	621	625	28	166	5	9	1	7	4	9	11	2	0	0	81	29	3	3	1	11
서울특별시	용산구	한남동	한남동제3투	4858	2268	2590	25	2243	1373	493	55	171	9	18	1	12	4	4	21	3	0	1	32	32	5	0	1	8
서울특별시	용산구	한남동	한남동제4투	3834	1741	2093	23	1718	819	559	34	173	6	10	3	1	11	10	15	0	1	2	24	36	6	3	1	4
서울특별시	용산구	한남동	한남동제5투	4515	1499	3016	39	1460	586	566	30	153	3	14	1	5	4	11	12	1	0	1	30	23	6	4	0	10
서울특별시	용산구	서빙고동	소계	11179	6284	4895	78	6206	3831	1487	149	373	22	71	9	26	23	48	21	6	1	6	34	49	11	7	3	29
서울특별시	용산구	서빙고동	서빙고동제1투	3274	2024	1250	23	2001	1207	492	50	122	10	20	1	10	10	23	3	4	0	3	9	11	10	3	3	10
서울특별시	용산구	서빙고동	서빙고동제2투	2999	1515	1484	31	1484	691	540	34	124	7	6	0	9	9	9	3	0	0	2	20	18	0	2	0	10
서울특별시	용산구	서빙고동	서빙고동제3투	2993	1845	1148	12	1833	1413	215	52	67	4	37	4	1	1	6	7	1	1	1	2	11	1	2	0	7
서울특별시	용산구	서빙고동	서빙고동제4투	1913	900	1013	12	888	520	240	13	60	1	8	4	6	3	10	8	1	0	0	3	9	0	0	0	2
서울특별시	용산구	보광동	소계	15010	7018	7992	125	6893	3117	2516	135	623	22	36	8	26	25	41	35	10	6	4	138	78	20	10	7	36
서울특별시	용산구	보광동	보광동제1투	4288	1878	2410	31	1847	884	644	40	142	6	12	3	7	10	8	10	0	5	1	27	23	8	4	3	10
서울특별시	용산구	보광동	보광동제2투	3594	1706	1888	27	1679	658	694	26	169	3	10	1	7	4	14	11	4	0	0	39	21	3	3	1	11
서울특별시	용산구	보광동	보광동제3투	3956	1802	2154	44	1758	777	660	35	168	10	9	1	6	6	11	11	1	0	2	31	14	7	1	2	6
서울특별시	용산구	보광동	보광동제4투	3172	1632	1540	23	1609	798	518	34	144	3	5	3	6	5	8	3	5	1	1	41	20	2	2	1	9
서울특별시	성동구	계	계	248585	137055	111530	2311	134744	56751	54188	2642	13365	1004	756	119	440	98	1163	665	51	46	133	332	1607	322	214	96	752
서울특별시	성동구	재외투표	재외투표	1257	609	648	4	605	254	223	10	71	1	2	0	4	0	7	6	0	0	1	0	12	4	2	0	8
서울특별시	성동구	국내부재자투표	국내부재자투표	3957	3573	384	106	3467	1401	1304	97	265	70	39	14	13	10	19	34	3	4	7	9	36	20	1	15	106
서울특별시	성동구	금호1가동	소계	12954	7335	5619	111	7224	3011	2921	147	781	27	39	7	16	3	75	17	0	4	6	21	80	20	12	5	32
서울특별시	성동구	금호1가동	금호1가동제1투	4257	2287	1970	24	2263	905	969	48	237	6	13	1	4	2	27	2	0	0	2	4	23	4	2	1	13
서울특별시	성동구	금호1가동	금호1가동제2투	4511	2575	1936	56	2519	1005	1078	49	257	10	9	1	6	1	29	9	0	3	2	10	21	10	7	1	11
서울특별시	성동구	금호1가동	금호1가동제3투	4186	2473	1713	31	2442	1101	874	50	287	11	17	5	6	0	19	6	0	1	2	7	36	6	3	3	8
서울특별시	성동구	금호2·3가동	소계	16537	9103	7434	164	8939	3768	3704	175	837	37	35	7	28	6	83	47	1	4	6	31	98	18	10	6	38
서울특별시	성동구	금호2·3가동	금호2·3가동제1투	4038	2221	1817	40	2181	907	925	56	185	9	7	1	12	2	21	10	0	2	3	6	18	2	2	3	10
서울특별시	성동구	금호2·3가동	금호2·3가동제2투	4999	2453	2546	43	2410	1008	980	41	242	14	9	5	8	2	22	15	1	1	0	10	27	9	1	1	14
서울특별시	성동구	금호2·3가동	금호2·3가동제3투	3920	2147	1773	47	2100	852	969	34	153	7	5	1	3	1	24	7	0	1	2	6	21	2	4	1	7
서울특별시	성동구	금호2·3가동	금호2·3가동제4투	3580	2282	1298	34	2248	1001	830	44	257	7	14	0	5	1	16	15	0	0	1	9	32	5	3	1	7
서울특별시	성동구	금호4가동	소계	11927	6337	5590	101	6236	2655	2406	143	670	24	45	6	21	4	40	35	0	1	9	20	90	17	10	2	38
서울특별시	성동구	금호4가동	금호4가동제1투	3287	1678	1609	23	1655	729	600	39	188	5	19	4	6	0	8	8	0	0	1	8	24	4	4	1	7
서울특별시	성동구	금호4가동	금호4가동제2투	3781	2253	1528	26	2227	950	839	50	254	13	12	0	5	3	23	14	0	0	3	5	37	4	4	0	11
서울특별시	성동구	금호4가동	금호4가동제3투	4859	2406	2453	52	2354	976	967	54	228	6	14	2	10	1	9	13	0	1	5	7	29	9	2	1	20
서울특별시	성동구	옥수동	소계	17863	10038	7825	150	9888	4810	3235	214	999	50	102	12	23	7	74	82	2	0	14	20	158	23	12	4	47
서울특별시	성동구	옥수동	옥수동제1투	2876	1450	1426	52	1398	478	685	27	122	3	10	1	3	0	17	9	2	0	2	5	20	4	3	1	6
서울특별시	성동구	옥수동	옥수동제2투	3856	2179	1677	24	2155	1168	610	33	225	20	21	4	7	1	6	20	0	0	2	2	26	1	2	0	7
서울특별시	성동구	옥수동	옥수동제3투	3563	2114	1449	27	2087	971	682	50	248	10	14	4	4	1	20	16	0	0	6	6	36	6	2	1	10
서울특별시	성동구	옥수동	옥수동제4투	4325	2238	2087	23	2215	1232	590	61	183	10	32	2	4	2	13	19	0	0	1	3	44	8	2	1	8
서울특별시	성동구	옥수동	옥수동제5투	3243	2057	1186	24	2033	961	668	43	221	7	25	1	5	3	18	18	0	0	3	4	32	4	3	1	16
서울특별시	성동구	응봉동	소계	13609	7772	5837	95	7677	3545	2773	151	762	42	68	5	22	3	77	41	2	3	3	15	102	13	13	5	32
서울특별시	성동구	응봉동	응봉동제1투	4564	2403	2161	39	2364	1008	959	43	201	19	20	1	10	2	31	8	1	2	0	3	35	4	3	1	13
서울특별시	성동구	응봉동	응봉동제2투	4947	2906	2041	47	2859	1364	991	60	283	14	22	2	7	1	37	15	0	0	2	8	27	4	6	1	15
서울특별시	성동구	응봉동	응봉동제3투	4098	2463	1635	9	2454	1173	823	48	278	9	26	2	5	0	9	18	1	1	1	4	40	5	4	3	4
서울특별시	성동구	성수1가제1동	소계	14351	7626	6725	112	7514	3218	2980	140	779	30	29	6	25	7	67	33	4	2	9	13	107	22	6	5	32
서울특별시	성동구	성수1가제1동	성수1가제1동제1투	4093	1846	2247	46	1800	733	769	23	181	9	7	0	8	2	17	10	1	1	2	4	18	2	1	1	11
서울특별시	성동구	성수1가제1동	성수1가제1동제2투	4089	2413	1676	32	2381	1027	930	59	243	10	8	2	8	3	13	10	1	1	4	6	33	10	1	2	10
서울특별시	성동구	성수1가제1동	성수1가제1동제3투	3161	1819	1342	17	1802	810	676	28	198	6	9	1	3	1	14	7	2	0	1	1	30	7	2	1	5
서울특별시	성동구	성수1가제1동	성수1가제1동제4투	3008	1548	1460	17	1531	648	605	30	157	5	5	3	6	1	23	6	0	0	2	2	26	3	2	1	6
서울특별시	성동구	성수1가제2동	소계	15290	8603	6687	124	8479	3371	3447	154	1003	50	51	9	38	11	66	46	5	4	14	15	109	29	9	7	41
서울특별시	성동구	성수1가제2동	성수1가제2동제1투	3472	1759	1713	30	1729	712	688	36	194	12	10	1	7	2	16	6	0	0	2	3	23	5	3	2	7
서울특별시	성동구	성수1가제2동	성수1가제2동제2투	3131	1726	1405	31	1695	726	616	35	217	15	7	4	9	1	13	12	0	1	2	2	21	4	2	2	6
서울특별시	성동구	성수1가제2동	성수1가제2동제3투	4244	2448	1796	28	2420	935	1024	39	267	13	18	0	14	3	18	9	1	0	5	5	32	15	3	3	16
서울특별시	성동구	성수1가제2동	성수1가제2동제4투	4443	2670	1773	35	2635	998	1119	44	325	10	16	4	8	5	19	19	4	3	5	5	33	5	1	0	12
서울특별시	성동구	성수2가제1동	소계	17215	8478	8737	143	8335	3655	3391	246	612	25	23	5	36	10	90	26	0	4	12	26	72	18	27	5	52
서울특별시	성동구	성수2가제1동	성수2가제1동제1투	3987	1990	1997	21	1969	865	795	38	156	8	8	1	10	1	23	12	0	3	3	3	25	3	4	1	10
서울특별시	성동구	성수2가제1동	성수2가제1동제2투	4624	2390	2234	36	2354	1099	881	147	111	5	7	2	7	1	22	10	0	1	4	2	16	10	13	3	13
서울특별시	성동구	성수2가제1동	성수2가제1동제3투	4457	2020	2437	42	1978	817	878	29	155	6	4	0	8	8	28	2	0	0	4	5	10	2	7	1	14
서울특별시	성동구	성수2가제1동	성수2가제1동제4투	4147	2078	2069	44	2034	874	837	32	190	6	4	2	11	0	17	2	0	0	1	16	21	3	3	0	15
서울특별시	성동구	성수2가제3동	소계	10016	5508	4508	81	5427	2509	2060	89	487	21	23	5	15	4	42	27	3	1	3	12	63	13	17	4	29
서울특별시	성동구	성수2가제3동	성수2가제3동제1투	3976	2008	1968	36	1972	781	862	29	182	11	10	2	9	4	19	7	1	0	0	7	21	2	5	2	18
서울특별시	성동구	성수2가제3동	성수2가제3동제2투	4179	2686	1493	25	2661	1418	847	46	221	8	12	2	3	0	21	16	2	1	2	2	33	7	10	2	8
서울특별시	성동구	성수2가제3동	성수2가제3동제3투	1861	814	1047	20	794	310	351	14	84	2	1	1	3	0	2	4	0	0	1	3	9	4	2	0	3
서울특별시	성동구	왕십리도선동	소계	10771	5625	5146	108	5517	2453	2228	94	420	51	28	6	18	2	44	22	4	3	3	22	65	4	7	6	37
서울특별시	성동구	왕십리도선동	왕십리도선동제1투	4132	2154	1978	33	2121	932	862	32	170	22	13	3	6	0	11	9	2	1	1	12	25	0	4	2	14
서울특별시	성동구	왕십리도선동	왕십리도선동제2투	3354	1511	1843	20	1491	655	603	28	115	14	5	1	6	1	14	6	1	0	1	4	19	4	1	2	11
서울특별시	성동구	왕십리도선동	왕십리도선동제3투	3285	1960	1325	55	1905	866	763	34	135	15	10	2	6	1	19	7	1	2	1	6	21	0	2	2	12
서울특별시	성동구	왕십리제2동	소계	13846	7481	6365	98	7383	2843	3250	141	745	78	39	2	22	5	59	39	4	2	3	20	67	16	13	5	30
서울특별시	성동구	왕십리제2동	왕십리제2동제1투	5025	2513	2512	36	2477	891	1184	41	225	25	11	1	8	2	21	12	1	0	0	11	22	5	5	3	9
서울특별시	성동구	왕십리제2동	왕십리제2동제2투	3691	1901	1790	19	1882	776	786	38	174	16	13	0	7	0	16	13	0	2	2	5	16	4	3	1	10
서울특별시	성동구	왕십리제2동	왕십리제2동제3투	1980	1190	790	21	1169	468	499	24	107	16	5	0	4	2	12	7	1	0	1	1	8	3	4	0	7
서울특별시	성동구	왕십리제2동	왕십리제2동제4투	3150	1877	1273	22	1855	708	781	38	239	21	10	1	3	1	10	7	2	0	0	3	21	4	1	1	4
서울특별시	성동구	행당제1동	소계	14471	7880	6591	133	7747	3305	3056	152	770	80	49	9	39	5	52	40	4	2	4	19	86	20	11	3	41
서울특별시	성동구	행당제1동	행당제1동제1투	4020	2231	1789	32	2199	969	851	61	181	23	6	3	11	1	19	11	0	1	1	10	29	8	4	0	10
서울특별시	성동구	행당제1동	행당제1동제2투	4740	2784	1956	28	2756	1249	980	42	330	26	26	2	11	0	16	18	0	0	1	4	27	5	3	2	14
서울특별시	성동구	행당제1동	행당제1동제3투	2583	1369	1214	30	1339	515	584	22	124	21	8	4	11	4	8	8	2	1	2	1	14	4	2	0	4
서울특별시	성동구	행당제1동	행당제1동제4투	3128	1496	1632	43	1453	572	641	27	135	10	9	0	6	0	9	3	2	0	0	4	16	3	2	1	13
서울특별시	성동구	행당제2동	소계	20760	12482	8278	148	12334	5084	4863	207	1474	148	67	9	24	8	95	60	5	5	7	27	165	23	16	8	39
서울특별시	성동구	행당제2동	행당제2동제1투	4561	2806	1755	26	2780	1284	1001	47	305	30	17	2	8	1	18	13	1	2	1	5	19	6	4	2	14
서울특별시	성동구	행당제2동	행당제2동제2투	4020	2268	1752	30	2238	886	893	38	297	24	14	4	3	1	12	10	0	1	2	7	33	3	4	2	4
서울특별시	성동구	행당제2동	행당제2동제3투	4329	2525	1804	43	2482	885	1085	53	306	29	13	1	4	1	32	16	2	1	2	6	33	3	2	0	8
서울특별시	성동구	행당제2동	행당제2동제4투	3747	2361	1386	15	2346	1069	826	35	282	28	13	0	2	2	19	11	0	0	0	5	36	9	2	3	4
서울특별시	성동구	행당제2동	행당제2동제5투	4103	2522	1581	34	2488	960	1058	34	284	37	10	2	7	3	14	10	2	1	2	4	44	2	4	1	9
서울특별시	성동구	마장동	소계	20424	11712	8712	244	11468	4711	4816	233	1088	90	59	10	55	4	98	37	6	3	16	26	105	27	17	3	64
서울특별시	성동구	마장동	마장동제1투	3602	2050	1552	55	1995	789	837	40	193	16	10	4	10	1	27	6	1	1	3	10	22	8	2	0	15
서울특별시	성동구	마장동	마장동제2투	3354	2092	1262	38	2054	871	790	53	212	22	15	1	12	1	22	7	1	0	4	4	20	2	4	1	12
서울특별시	성동구	마장동	마장동제3투	4011	2551	1460	29	2522	1018	1092	41	253	23	12	4	6	0	15	8	2	1	0	1	23	7	3	1	12
서울특별시	성동구	마장동	마장동제4투	3055	1538	1517	46	1492	644	620	26	128	15	5	1	5	2	6	5	0	0	3	6	9	5	3	0	9
서울특별시	성동구	마장동	마장동제5투	3367	1678	1689	41	1637	701	722	31	111	6	10	0	13	0	16	3	0	0	2	4	5	4	3	1	5
서울특별시	성동구	마장동	마장동제6투	3035	1803	1232	35	1768	688	755	42	191	8	7	0	9	0	12	8	2	1	4	1	26	1	2	0	11
서울특별시	성동구	사근동	소계	9268	4957	4311	107	4850	1743	2077	85	620	77	18	2	16	3	31	34	3	1	4	8	89	12	4	2	21
서울특별시	성동구	사근동	사근동제1투	2706	1589	1117	25	1564	557	664	33	200	28	1	1	5	2	13	11	1	0	1	3	32	3	0	0	9
서울특별시	성동구	사근동	사근동제2투	3246	1700	1546	55	1645	640	722	26	164	26	8	0	8	0	12	6	0	1	3	1	12	4	2	2	8
서울특별시	성동구	사근동	사근동제3투	3316	1668	1648	27	1641	546	691	26	256	23	9	1	3	1	6	17	2	0	0	4	45	5	2	0	4
서울특별시	성동구	송정동	소계	10135	4970	5165	116	4854	1906	2167	69	425	38	21	1	14	2	78	19	0	0	4	13	51	6	11	5	24
서울특별시	성동구	송정동	송정동제1투	3635	1801	1834	42	1759	665	793	24	176	20	7	0	5	0	25	8	0	0	1	3	17	1	4	2	8
서울특별시	성동구	송정동	송정동제2투	3303	1635	1668	44	1591	635	714	20	131	7	8	0	7	0	25	4	0	0	2	6	19	3	4	2	4
서울특별시	성동구	송정동	송정동제3투	3197	1534	1663	30	1504	606	660	25	118	11	6	1	2	2	28	7	0	0	1	4	15	2	3	1	12
서울특별시	성동구	용답동	소계	13934	6966	6968	166	6800	2509	3287	95	557	65	19	4	11	4	66	20	5	3	8	15	52	17	16	6	41
서울특별시	성동구	용답동	용답동제1투	3726	1737	1989	46	1691	592	845	24	141	17	3	1	3	1	14	3	1	1	2	6	18	6	3	0	10
서울특별시	성동구	용답동	용답동제2투	3662	1898	1764	44	1854	697	889	17	152	17	7	1	2	2	14	7	3	0	3	3	15	6	6	2	11
서울특별시	성동구	용답동	용답동제3투	3304	1668	1636	35	1633	593	798	25	137	14	5	0	3	1	20	4	1	0	1	3	10	2	4	1	11
서울특별시	성동구	용답동	용답동제4투	3242	1663	1579	41	1622	627	755	29	127	17	4	2	3	0	18	6	0	2	2	3	9	3	3	3	9
서울특별시	성동구	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
서울특별시	광진구	계	계	306081	169474	136607	2596	166878	66656	68583	3632	17388	657	1021	179	579	187	1502	859	90	78	196	372	2015	1596	303	148	837
서울특별시	광진구	재외투표	재외투표	1543	768	775	3	765	298	280	6	141	1	2	2	2	0	5	2	0	0	0	2	12	3	3	0	6
서울특별시	광진구	국내부재자투표	국내부재자투표	5059	4638	421	132	4506	1653	1734	168	326	40	34	31	21	7	26	39	2	10	16	17	44	193	10	18	117
서울특별시	광진구	중곡제1동	소계	14071	7571	6500	139	7432	2721	3374	148	723	40	47	10	37	10	72	31	7	0	9	16	90	61	9	1	26
서울특별시	광진구	중곡제1동	중곡제1동제1투	4020	2094	1926	27	2067	751	970	43	189	10	4	3	13	4	12	15	2	0	2	2	23	15	3	0	6
서울특별시	광진구	중곡제1동	중곡제1동제2투	2999	1699	1300	24	1675	635	758	30	145	12	14	2	12	2	11	6	4	0	2	5	18	10	4	0	5
서울특별시	광진구	중곡제1동	중곡제1동제3투	3702	1911	1791	49	1862	695	845	37	183	11	15	2	7	1	20	2	1	0	0	3	19	13	1	0	7
서울특별시	광진구	중곡제1동	중곡제1동제4투	3350	1867	1483	39	1828	640	801	38	206	7	14	3	5	3	29	8	0	0	5	6	30	23	1	1	8
서울특별시	광진구	중곡제2동	소계	18556	10047	8509	160	9887	3697	4408	203	994	40	47	8	36	13	77	50	5	4	18	27	101	81	21	6	51
서울특별시	광진구	중곡제2동	중곡제2동제1투	3734	1915	1819	26	1889	662	864	42	197	6	7	1	14	2	17	9	1	0	5	6	30	15	5	0	6
서울특별시	광진구	중곡제2동	중곡제2동제2투	3858	2225	1633	41	2184	805	1006	39	220	7	11	2	2	2	11	9	2	1	1	12	21	20	0	4	9
서울특별시	광진구	중곡제2동	중곡제2동제3투	3982	2117	1865	37	2080	784	862	45	233	9	15	2	6	5	26	13	1	1	7	5	21	20	8	0	17
서울특별시	광진구	중곡제2동	중곡제2동제4투	3146	1649	1497	32	1617	647	716	25	147	6	7	2	6	1	13	5	0	0	2	3	9	14	3	1	10
서울특별시	광진구	중곡제2동	중곡제2동제5투	3836	2141	1695	24	2117	799	960	52	197	12	7	1	8	3	10	14	1	2	3	1	20	12	5	1	9
서울특별시	광진구	중곡제3동	소계	15410	8194	7216	150	8044	3105	3633	154	671	21	39	9	49	8	94	34	2	5	6	15	81	58	21	3	36
서울특별시	광진구	중곡제3동	중곡제3동제1투	2949	1644	1305	35	1609	600	729	38	134	2	7	3	9	2	24	7	0	3	1	1	20	17	5	0	7
서울특별시	광진구	중곡제3동	중곡제3동제2투	2779	1570	1209	33	1537	604	688	26	143	1	9	0	3	2	9	5	0	1	1	4	13	13	6	1	8
서울특별시	광진구	중곡제3동	중곡제3동제3투	3242	1699	1543	31	1668	646	760	27	145	8	5	1	12	0	17	8	1	1	2	3	11	12	4	0	5
서울특별시	광진구	중곡제3동	중곡제3동제4투	3688	1876	1812	34	1842	689	842	34	152	8	11	4	16	4	27	8	1	0	1	4	21	5	3	1	11
서울특별시	광진구	중곡제3동	중곡제3동제5투	2752	1405	1347	17	1388	566	614	29	97	2	7	1	9	0	17	6	0	0	1	3	16	11	3	1	5
서울특별시	광진구	중곡제4동	소계	25628	14542	11086	278	14264	5632	6210	269	1293	44	59	20	57	11	178	64	7	10	10	49	110	104	42	10	85
서울특별시	광진구	중곡제4동	중곡제4동제1투	3129	1892	1237	26	1866	771	783	33	157	7	10	4	9	5	29	9	0	1	1	1	13	12	7	3	11
서울특별시	광진구	중곡제4동	중곡제4동제2투	3489	2182	1307	43	2139	788	971	52	203	4	10	1	7	3	25	5	2	0	2	5	20	16	8	4	13
서울특별시	광진구	중곡제4동	중곡제4동제3투	3618	1927	1691	33	1894	760	865	36	147	3	7	6	5	2	11	10	0	1	2	6	9	11	2	0	11
서울특별시	광진구	중곡제4동	중곡제4동제4투	3472	1897	1575	39	1858	721	816	27	173	5	8	3	9	0	17	11	1	1	0	8	19	21	4	1	13
서울특별시	광진구	중곡제4동	중곡제4동제5투	3952	2164	1788	50	2114	809	892	36	219	13	11	2	7	0	45	10	0	6	0	3	23	21	5	1	11
서울특별시	광진구	중곡제4동	중곡제4동제6투	3953	2163	1790	40	2123	882	883	52	193	7	3	1	12	0	26	7	1	1	3	19	0	9	5	1	18
서울특별시	광진구	중곡제4동	중곡제4동제7투	4015	2317	1698	47	2270	901	1000	33	201	5	10	3	8	1	25	12	3	0	2	7	26	14	11	0	8
서울특별시	광진구	능동	소계	9426	5225	4201	70	5155	1993	2158	77	643	14	24	3	12	6	32	26	7	1	4	6	72	45	4	3	25
서울특별시	광진구	능동	능동제1투	2859	1475	1384	18	1457	571	594	23	197	1	8	0	7	3	2	6	4	1	0	0	17	13	0	1	9
서울특별시	광진구	능동	능동제2투	3149	1818	1331	24	1794	682	765	26	228	10	3	1	1	1	13	10	2	0	2	1	24	16	0	1	8
서울특별시	광진구	능동	능동제3투	3418	1932	1486	28	1904	740	799	28	218	3	13	2	4	2	17	10	1	0	2	5	31	16	4	1	8
서울특별시	광진구	구의제1동	소계	19037	9733	9304	144	9589	3489	4148	194	1171	41	58	8	31	9	79	44	8	3	10	21	129	95	14	5	32
서울특별시	광진구	구의제1동	구의제1동제1투	3910	1979	1931	25	1954	763	835	32	219	0	19	1	3	1	19	8	1	1	1	5	14	22	3	0	7
서울특별시	광진구	구의제1동	구의제1동제2투	3873	2047	1826	29	2018	723	880	46	248	12	7	4	6	2	21	8	2	0	2	5	21	20	3	0	8
서울특별시	광진구	구의제1동	구의제1동제3투	4102	2133	1969	42	2091	767	893	33	277	13	10	2	8	3	15	6	1	2	3	3	32	16	4	1	2
서울특별시	광진구	구의제1동	구의제1동제4투	3462	1777	1685	23	1754	591	779	39	220	7	11	0	9	1	13	7	3	0	2	6	33	19	3	2	9
서울특별시	광진구	구의제1동	구의제1동제5투	3690	1797	1893	25	1772	645	761	44	207	9	11	1	5	2	11	15	1	0	2	2	29	18	1	2	6
서울특별시	광진구	구의제2동	소계	21462	12036	9426	204	11832	4701	5002	220	1210	38	61	7	38	10	136	52	10	3	13	12	137	96	27	9	50
서울특별시	광진구	구의제2동	구의제2동제1투	3422	1861	1561	26	1835	687	796	37	193	3	23	2	7	1	29	9	1	1	4	2	15	12	6	2	5
서울특별시	광진구	구의제2동	구의제2동제2투	2996	1543	1453	35	1508	679	575	34	133	5	4	0	6	1	9	7	1	0	2	0	18	20	4	2	8
서울특별시	광진구	구의제2동	구의제2동제3투	2817	1620	1197	33	1587	592	702	31	184	9	4	0	2	2	11	6	5	1	0	1	19	11	3	0	4
서울특별시	광진구	구의제2동	구의제2동제4투	4126	2370	1756	51	2319	913	1010	32	227	12	10	2	12	0	30	10	2	0	0	3	24	15	5	2	10
서울특별시	광진구	구의제2동	구의제2동제5투	3991	2322	1669	25	2297	954	945	41	238	3	11	1	5	1	23	8	1	0	4	2	22	20	4	2	12
서울특별시	광진구	구의제2동	구의제2동제6투	4110	2320	1790	34	2286	876	974	45	235	6	9	2	6	5	34	12	0	1	3	4	39	18	5	1	11
서울특별시	광진구	구의제3동	소계	23711	14166	9545	147	14019	6403	5008	348	1423	44	83	15	34	12	96	84	3	15	17	32	198	121	13	18	52
서울특별시	광진구	구의제3동	구의제3동제1투	2876	1935	941	17	1918	960	604	52	199	9	13	1	1	2	7	15	0	3	1	3	28	10	4	2	4
서울특별시	광진구	구의제3동	구의제3동제2투	3651	2021	1630	29	1992	722	883	53	198	8	10	1	6	2	32	10	0	1	3	4	27	21	3	1	7
서울특별시	광진구	구의제3동	구의제3동제3투	4006	2200	1806	27	2173	858	906	47	242	3	14	0	3	2	10	7	0	6	3	6	32	20	2	1	11
