광역	시군구	읍면동	종류	선거인수	투표수	기권수	무효표	유효투표수	공화당	새누리당	새정치민주연합	통합진보당	정의당	국제녹색당	노동당	녹색당	새정치당	한나라당
서울특별시	양천구	신월5동	계	12851	6882	5969	96	6786	0	2981	3286	190	193	11	22	27	15	61
서울특별시	양천구	신월6동	계	9865	5261	4604	77	5184	0	2398	2397	119	136	7	50	16	14	47
서울특별시	양천구	신월7동	계	19409	10644	8765	160	10484	0	4626	5077	268	272	18	55	54	21	93
서울특별시	양천구	신정1동	계	13594	8748	4846	131	8617	0	4193	3650	238	397	6	32	54	12	35
서울특별시	양천구	신정2동	계	16348	9953	6395	128	9825	0	4251	4705	297	392	17	31	51	26	55
서울특별시	양천구	신정3동	계	41348	23561	17787	324	23237	0	9534	11584	776	796	31	228	98	51	139
서울특별시	양천구	신정4동	계	29570	16155	13415	238	15917	0	6603	7964	498	491	20	114	74	25	128
서울특별시	양천구	신정6동	계	18806	12698	6108	149	12549	0	5936	5424	421	564	17	31	92	16	48
서울특별시	양천구	신정7동	계	24582	15131	9451	228	14903	0	6962	6650	401	577	20	73	84	29	107
서울특별시	강서구	관외사전투표		22682	22635	47	309	22326	0	9068	11091	676	817	49	184	127	59	255
서울특별시	강서구	거소우편투표		774	739	35	33	706	0	394	243	12	13	4	11	4	4	21
서울특별시	강서구	염창동	계	30989	20035	10954	320	19715	0	8220	9617	615	906	19	110	91	36	101
서울특별시	강서구	등촌제1동	계	18434	10660	7774	132	10528	0	4367	5207	331	405	5	72	47	21	73
서울특별시	강서구	등촌제2동	계	17315	10447	6868	170	10277	0	4925	4493	275	370	11	54	61	18	70
서울특별시	강서구	등촌제3동	계	28991	17188	11803	349	16839	0	7573	7785	471	625	11	105	69	38	162
서울특별시	강서구	화곡본동	계	28656	14194	14462	182	14012	0	5353	7295	436	571	19	122	69	30	117
서울특별시	강서구	화곡제1동	계	42710	21024	21686	382	20642	0	8422	10422	660	712	23	142	73	42	146
서울특별시	강서구	화곡제2동	계	15685	7914	7771	126	7788	0	3101	4041	233	257	7	45	25	19	60
서울특별시	강서구	화곡제3동	계	19415	11536	7879	172	11364	0	5526	4924	312	380	11	66	46	24	75
서울특별시	강서구	화곡제4동	계	18677	9236	9441	152	9084	0	3863	4484	231	292	13	72	32	24	73
서울특별시	강서구	화곡제6동	계	20696	11517	9179	232	11285	0	5474	4904	289	389	8	50	58	21	92
서울특별시	강서구	화곡제8동	계	22259	11762	10497	163	11599	0	4546	6073	327	403	9	90	57	26	68
서울특별시	강서구	우장산동	계	28994	17055	11939	297	16758	0	7603	7642	520	689	17	103	73	22	89
서울특별시	강서구	가양제1동	계	17093	10567	6526	130	10437	0	4744	4732	313	434	11	73	46	26	58
서울특별시	강서구	가양제2동	계	15065	8627	6438	240	8387	0	4029	3667	193	271	13	61	44	21	88
서울특별시	강서구	가양제3동	계	15184	8986	6198	202	8784	0	3801	4128	263	361	14	67	37	27	86
서울특별시	강서구	발산제1동	계	23493	13897	9596	245	13652	0	5562	6809	472	523	10	95	61	22	98
서울특별시	강서구	공항동	계	17256	8385	8871	130	8255	0	3933	3703	198	242	13	46	35	21	64
서울특별시	강서구	방화제1동	계	23575	13258	10317	179	13079	0	6199	5825	354	434	20	79	45	30	93
서울특별시	강서구	방화제2동	계	20654	10872	9782	162	10710	0	5412	4478	266	313	19	64	43	25	90
서울특별시	강서구	방화제3동	계	21814	13149	8665	214	12935	0	6006	5824	359	441	11	95	64	28	107
서울특별시	구로구	관외사전투표		16165	16155	10	200	15955	0	6104	8216	485	672	25	146	100	35	172
서울특별시	구로구	거소우편투표		593	559	34	33	526	0	287	181	19	11	2	8	3	2	13
서울특별시	구로구	신도림동	계	28535	18919	9616	227	18692	0	8328	8641	597	797	27	106	79	30	87
서울특별시	구로구	구로제1동	계	17142	11101	6041	156	10945	0	4235	5618	459	447	9	52	46	23	56
서울특별시	구로구	구로제2동	계	26286	13061	13225	326	12735	0	5651	6011	372	353	21	84	52	42	149
서울특별시	구로구	구로제3동	계	22846	13058	9788	170	12888	0	4044	7421	436	684	17	103	49	33	101
서울특별시	구로구	구로제4동	계	21315	11126	10189	176	10950	0	4249	5728	308	378	12	91	47	43	94
서울특별시	구로구	구로제5동	계	26143	15403	10740	231	15172	0	6169	7522	547	651	18	87	54	23	101
서울특별시	구로구	가리봉동	계	11014	4592	6422	78	4514	0	2111	2093	99	98	3	31	17	8	54
서울특별시	구로구	고척제1동	계	19920	11579	8341	158	11421	0	5435	5028	277	483	13	56	34	18	77
서울특별시	구로구	고척제2동	계	23666	13509	10157	230	13279	0	5944	6118	322	590	23	91	58	31	102
서울특별시	구로구	개봉제1동	계	26124	14583	11541	215	14368	0	6769	6430	349	532	15	92	46	30	105
서울특별시	구로구	개봉제2동	계	27401	17131	10270	224	16907	0	7643	7911	414	610	22	113	51	31	112
서울특별시	구로구	개봉제3동	계	17470	9711	7759	143	9568	0	4203	4657	274	264	11	43	33	22	61
서울특별시	구로구	오류제1동	계	17185	9804	7381	152	9652	0	4637	4152	241	345	18	125	35	18	81
서울특별시	구로구	오류제2동	계	33499	20350	13149	263	20087	0	8799	9312	562	820	23	327	80	30	134
서울특별시	구로구	수궁동	계	20106	11964	8142	192	11772	0	5916	4812	272	421	14	178	33	29	97
서울특별시	금천구	관외사전투표		9400	9397	3	154	9243	0	3404	4897	309	340	13	72	58	34	116
서울특별시	금천구	거소우편투표		343	325	18	12	313	0	164	121	5	6	1	6	1	1	8
서울특별시	금천구	가산동	계	16954	8756	8198	123	8633	0	3197	4639	242	376	14	39	33	32	61
서울특별시	금천구	독산제1동	계	25724	13771	11953	171	13600	0	5582	6791	379	531	16	79	46	27	149
서울특별시	금천구	독산제2동	계	17880	8731	9149	200	8531	0	3644	4149	249	274	12	57	24	24	98
서울특별시	금천구	독산제3동	계	23062	11336	11726	329	11007	0	4718	5362	312	336	39	56	31	23	130
서울특별시	금천구	독산제4동	계	15164	7613	7551	292	7321	0	3125	3600	199	216	19	48	19	21	74
서울특별시	금천구	시흥제1동	계	29163	15465	13698	442	15023	0	6724	7080	391	471	21	112	50	44	130
서울특별시	금천구	시흥제2동	계	18954	11985	6969	193	11792	0	5121	5566	366	445	17	77	64	26	110
서울특별시	금천구	시흥제3동	계	10353	6044	4309	101	5943	0	2730	2747	152	163	5	50	15	9	72
서울특별시	금천구	시흥제4동	계	18898	10089	8809	246	9843	0	4335	4693	253	291	16	52	61	27	115
서울특별시	금천구	시흥제5동	계	18540	10112	8428	242	9870	0	4467	4599	235	279	15	91	28	24	132
서울특별시	영등포구	관외사전투표		15618	15585	33	217	15368	0	6053	7730	552	651	28	105	90	33	126
서울특별시	영등포구	거소우편투표		475	461	14	10	451	0	261	144	19	9	1	5	2	2	8
서울특별시	영등포구	영등포본동	계	19844	11276	8568	200	11076	0	4912	5155	362	435	7	52	40	22	91
서울특별시	영등포구	영등포동	계	16264	7733	8531	134	7599	0	3515	3509	171	258	8	46	27	11	54
서울특별시	영등포구	여의동	계	26822	16320	10502	219	16101	0	10260	4668	373	580	19	45	95	14	47
서울특별시	영등포구	당산제1동	계	16895	9830	7065	174	9656	0	4349	4377	262	472	12	60	49	12	63
서울특별시	영등포구	당산제2동	계	28100	17582	10518	211	17371	0	7699	7930	548	801	22	151	119	16	85
서울특별시	영등포구	도림동	계	16392	8678	7714	158	8520	0	3544	4212	259	337	13	37	29	17	72
서울특별시	영등포구	문래동	계	24896	16066	8830	191	15875	0	7087	7234	510	789	13	63	97	22	60
서울특별시	영등포구	양평제1동	계	13531	8148	5383	135	8013	0	3273	3849	272	416	12	65	39	31	56
서울특별시	영등포구	양평제2동	계	17059	10747	6312	155	10592	0	4173	5234	344	634	17	87	41	14	48
서울특별시	영등포구	신길제1동	계	17209	8951	8258	161	8790	0	3921	4048	280	301	34	46	39	30	91
서울특별시	영등포구	신길제3동	계	13069	7087	5982	140	6947	0	3294	3103	186	202	7	18	26	24	87
서울특별시	영등포구	신길제4동	계	10202	5378	4824	97	5281	0	2479	2349	188	158	6	22	20	16	43
서울특별시	영등포구	신길제5동	계	12859	6645	6214	125	6520	0	3011	3005	176	172	14	31	26	16	69
서울특별시	영등포구	신길제6동	계	18241	10217	8024	182	10035	0	4401	4609	390	430	18	54	33	17	83
서울특별시	영등포구	신길제7동	계	11400	6761	4639	108	6653	0	3444	2709	207	207	9	16	24	4	33
서울특별시	영등포구	대림제1동	계	13553	6975	6578	155	6820	0	2996	3233	230	198	13	35	21	19	75
서울특별시	영등포구	대림제2동	계	14320	6802	7518	155	6647	0	2871	3164	192	243	10	31	27	25	84
서울특별시	영등포구	대림제3동	계	22517	12704	9813	243	12461	0	5221	6080	373	552	24	48	43	30	90
서울특별시	동작구	관외사전투표		18467	18459	8	263	18196	0	6937	9402	571	832	23	149	108	37	137
서울특별시	동작구	거소우편투표		531	502	29	20	482	0	261	182	8	13	1	5	4	2	6
서울특별시	동작구	노량진제1동	계	26802	16470	10332	292	16178	0	7223	7375	432	788	17	140	70	31	102
서울특별시	동작구	노량진제2동	계	12681	6709	5972	125	6584	0	2869	3123	188	240	7	57	23	23	54
서울특별시	동작구	상도제1동	계	37495	22916	14579	350	22566	0	9692	10731	593	1151	22	121	125	25	106
서울특별시	동작구	상도제2동	계	20445	12068	8377	190	11878	0	5303	5509	321	485	16	95	61	15	73
서울특별시	동작구	상도제3동	계	20202	11674	8528	224	11450	0	4615	5895	319	389	17	52	72	17	74
서울특별시	동작구	상도제4동	계	23196	12473	10723	190	12283	0	5146	6103	289	452	20	126	62	17	68
서울특별시	동작구	흑석동	계	30332	17945	12387	354	17591	0	8418	7527	465	757	33	173	101	19	98
서울특별시	동작구	사당제1동	계	19801	11172	8629	172	11000	0	4063	5854	328	503	17	92	68	20	55
서울특별시	동작구	사당제2동	계	25466	15783	9683	253	15530	0	6998	7152	378	678	24	119	70	33	78
서울특별시	동작구	사당제3동	계	21173	13196	7977	202	12994	0	5754	6120	346	534	10	58	71	27	74
서울특별시	동작구	사당제4동	계	12323	7386	4937	111	7275	0	2840	3814	197	280	9	35	37	14	49
서울특별시	동작구	사당제5동	계	12103	7285	4818	118	7167	0	2760	3708	229	326	10	39	40	13	42
서울특별시	동작구	대방동	계	30331	18296	12035	251	18045	0	7936	8465	475	819	21	86	96	25	122
서울특별시	동작구	신대방제1동	계	19877	12137	7740	168	11969	0	5410	5470	397	485	15	51	62	18	61
서울특별시	동작구	신대방제2동	계	16281	9588	6693	121	9467	0	4170	4433	286	398	18	31	52	28	51
서울특별시	관악구	관외사전투표		21886	21883	3	319	21564	0	6856	11706	902	1400	60	221	199	49	171
서울특별시	관악구	거소우편투표		580	536	44	21	515	0	263	197	14	10	1	10	5	3	12
서울특별시	관악구	보라매동	계	21370	11763	9607	188	11575	0	4821	5626	370	503	11	86	54	26	78
서울특별시	관악구	은천동	계	28547	16591	11956	293	16298	0	6136	8248	591	975	19	92	76	36	125
서울특별시	관악구	성현동	계	26456	16342	10114	308	16034	0	6500	7806	677	756	15	94	63	28	95
서울특별시	관악구	중앙동	계	12595	6675	5920	100	6575	0	2278	3637	227	272	7	66	39	9	40
서울특별시	관악구	청림동	계	12949	8339	4610	147	8192	0	3201	3995	335	510	12	42	51	10	36
서울특별시	관악구	행운동	계	24572	13922	10650	268	13654	0	4749	7189	577	778	19	116	108	29	89
서울특별시	관악구	청룡동	계	27878	15355	12523	252	15103	0	5029	8351	541	814	20	139	94	25	90
서울특별시	관악구	낙성대동	계	14746	8526	6220	134	8392	0	2670	4433	323	729	7	79	96	20	35
서울특별시	관악구	인헌동	계	22931	13080	9851	220	12860	0	4472	6530	550	996	16	100	113	19	64
서울특별시	관악구	남현동	계	14970	8891	6079	152	8739	0	3694	4150	270	468	9	55	45	12	36
서울특별시	관악구	신림동	계	17526	8356	9170	130	8226	0	2505	4685	330	515	10	73	39	17	52
서울특별시	관악구	신사동	계	20521	10303	10218	221	10082	0	3908	5139	408	434	9	62	40	20	62
서울특별시	관악구	조원동	계	15517	8062	7455	139	7923	0	3205	3947	317	280	6	51	27	21	69
서울특별시	관악구	미성동	계	26994	15313	11681	377	14936	0	6632	6841	608	522	22	96	60	41	114
서울특별시	관악구	난곡동	계	24643	12616	12027	228	12388	0	5305	5910	493	405	15	94	50	27	89
서울특별시	관악구	난향동	계	13322	7793	5529	141	7652	0	3070	3689	337	403	6	57	35	10	45
서울특별시	관악구	서원동	계	20057	10487	9570	209	10278	0	3723	5304	407	534	17	172	56	15	50
서울특별시	관악구	신원동	계	16094	8437	7657	229	8208	0	3280	4026	304	360	9	125	38	13	53
서울특별시	관악구	서림동	계	20287	11216	9071	253	10963	0	4097	5268	407	827	18	170	88	22	66
서울특별시	관악구	삼성동	계	23359	13664	9695	290	13374	0	5606	6098	504	858	24	91	54	34	105
서울특별시	관악구	대학동	계	19928	11313	8615	156	11157	0	3710	5332	474	1301	9	139	121	15	56
서울특별시	서초구	관외사전투표		18672	18666	6	241	18425	0	9351	7569	422	667	21	120	121	22	132
서울특별시	서초구	거소우편투표		437	418	19	21	397	0	253	102	10	16	1	7	2	0	6
서울특별시	서초구	서초1동	계	16844	9876	6968	202	9674	0	5527	3433	221	338	9	43	60	14	29
서울특별시	서초구	서초2동	계	17493	10626	6867	138	10488	0	6217	3542	236	307	15	53	64	7	47
서울특별시	서초구	서초3동	계	24259	14161	10098	230	13931	0	8162	4803	265	482	19	67	61	14	58
서울특별시	서초구	서초4동	계	20716	12550	8166	168	12382	0	8044	3617	210	348	8	39	82	6	28
서울특별시	서초구	잠원동	계	26260	15329	10931	309	15020	0	8775	5085	354	551	21	61	84	21	68
서울특별시	서초구	반포본동	계	9554	6224	3330	102	6122	0	3898	1756	128	245	8	27	37	1	22
서울특별시	서초구	반포1동	계	26297	13771	12526	222	13549	0	7680	4927	309	437	22	53	68	8	45
서울특별시	서초구	반포2동	계	14198	9039	5159	146	8893	0	5660	2709	145	255	8	33	43	10	30
서울특별시	서초구	반포3동	계	17776	11033	6743	215	10818	0	6536	3470	273	355	13	50	58	8	55
서울특별시	서초구	반포4동	계	15476	9198	6278	218	8980	0	5219	3043	225	341	12	44	51	14	31
서울특별시	서초구	방배본동	계	16701	9988	6713	150	9838	0	5713	3476	189	286	11	59	51	9	44
서울특별시	서초구	방배1동	계	13851	8202	5649	129	8073	0	4207	3175	223	303	14	48	53	15	35
서울특별시	서초구	방배2동	계	22564	13635	8929	245	13390	0	6499	5761	388	446	19	82	95	19	81
서울특별시	서초구	방배3동	계	20004	12308	7696	230	12078	0	6961	4140	306	409	15	77	90	16	64
서울특별시	서초구	방배4동	계	19785	11857	7928	187	11670	0	6218	4553	265	423	16	54	56	12	73
서울특별시	서초구	양재1동	계	34607	20831	13776	272	20559	0	9559	9074	556	987	23	123	119	26	92
서울특별시	서초구	양재2동	계	18197	9959	8238	118	9841	0	4215	4739	276	442	10	49	38	15	57
서울특별시	서초구	내곡동	계	4885	2644	2241	44	2600	0	1614	796	51	72	6	17	5	5	34
서울특별시	강남구	관외사전투표		24513	24502	11	312	24190	0	12560	9749	545	795	38	137	118	41	207
서울특별시	강남구	거소우편투표		632	605	27	26	579	0	373	163	9	11	0	5	5	1	12
서울특별시	강남구	신사동	계	15645	8519	7126	112	8407	0	5522	2416	122	216	6	31	45	7	42
서울특별시	강남구	논현1동	계	22442	9226	13216	104	9122	0	4617	3789	215	314	10	67	36	18	56
서울특별시	강남구	논현2동	계	18522	8739	9783	113	8626	0	4969	3028	155	302	13	41	57	11	50
서울특별시	강남구	압구정동	계	22427	13023	9404	160	12863	0	9849	2472	127	265	19	33	42	10	46
서울특별시	강남구	청담동	계	24785	13325	11460	162	13163	0	8605	3827	184	330	9	48	64	20	76
서울특별시	강남구	삼성1동	계	12128	6847	5281	71	6776	0	4315	2032	123	201	7	27	34	4	33
서울특별시	강남구	삼성2동	계	24500	13005	11495	159	12846	0	7282	4608	246	490	12	74	63	13	58
서울특별시	강남구	대치1동	계	13893	8642	5251	109	8533	0	5822	2216	126	252	5	27	52	5	28
서울특별시	강남구	대치2동	계	31549	19491	12058	254	19237	0	12151	5853	344	609	26	76	103	17	58
서울특별시	강남구	대치4동	계	17466	8203	9263	106	8097	0	4035	3431	191	288	10	51	35	17	39
서울특별시	강남구	역삼1동	계	30611	12426	18185	181	12245	0	5909	5361	269	496	19	69	55	13	54
서울특별시	강남구	역삼2동	계	26519	14068	12451	163	13905	0	7779	5151	273	477	13	61	60	20	71
서울특별시	강남구	도곡1동	계	17662	10783	6879	147	10636	0	6212	3708	179	378	13	50	49	9	38
서울특별시	강남구	도곡2동	계	26320	15791	10529	213	15578	0	11050	3743	198	368	17	55	68	10	69
서울특별시	강남구	개포1동	계	17958	11058	6900	160	10898	0	6315	3824	237	312	14	68	48	17	63
서울특별시	강남구	개포2동	계	24964	15255	9709	213	15042	0	7896	5914	394	601	15	69	65	18	70
서울특별시	강남구	개포4동	계	18253	9893	8360	127	9766	0	4753	4216	259	354	6	49	46	16	67
서울특별시	강남구	일원본동	계	16636	10799	5837	173	10626	0	5714	4050	228	448	17	58	59	13	39
서울특별시	강남구	일원1동	계	14598	8349	6249	162	8187	0	3963	3531	212	260	11	62	31	30	87
서울특별시	강남구	일원2동	계	14507	9235	5272	179	9056	0	4583	3724	208	345	11	60	36	15	74
서울특별시	강남구	수서동	계	13944	8077	5867	215	7862	0	4095	3165	147	255	22	48	34	21	75
서울특별시	강남구	세곡동	계	17060	10056	7004	183	9873	0	4647	4379	285	357	11	68	32	20	74
서울특별시	송파구	관외사전투표		26223	26217	6	394	25823	0	11570	12032	674	859	56	155	139	102	236
서울특별시	송파구	거소우편투표		703	680	23	23	657	0	374	204	17	31	3	5	2	2	19
서울특별시	송파구	풍납1동	계	15112	8041	7071	203	7838	0	3617	3552	216	290	15	29	29	22	68
서울특별시	송파구	풍납2동	계	21797	13088	8709	400	12688	0	5655	5857	393	603	17	31	54	22	56
서울특별시	송파구	거여1동	계	11843	6677	5166	93	6584	0	3367	2787	154	159	8	18	27	20	44
서울특별시	송파구	거여2동	계	21181	11863	9318	282	11581	0	5364	5280	333	365	14	44	49	26	106
서울특별시	송파구	마천1동	계	18082	9503	8579	184	9319	0	4349	4281	268	227	12	35	33	33	81
서울특별시	송파구	마천2동	계	17437	9071	8366	160	8911	0	4046	4247	205	214	12	40	21	29	97
서울특별시	송파구	방이1동	계	12799	7851	4948	100	7751	0	3943	3244	186	242	4	45	34	13	40
서울특별시	송파구	방이2동	계	21040	11044	9996	168	10876	0	4640	5296	300	381	11	84	60	43	61
서울특별시	송파구	오륜동	계	14801	9944	4857	129	9815	0	6019	3138	206	304	7	36	55	15	35
